customer_id,age,gender,annual_income,education,marital_status,city,state,country,postal_code,signup_date,purchase_frequency,avg_purchase_value,total_spent,days_since_last_purchase,favorite_payment_method,electronics_score,clothing_score,home_decor_score,beauty_score,sports_score,books_score,food_score,website_visits_per_month,avg_session_duration,mobile_app_usage,desktop_usage,items_viewed_per_visit,cart_abandonment_rate,email_engagement_rate,support_tickets,satisfaction_score,Recency,Frequency,Monetary
c853bea5,38,0,31980,2,1,709,20,0,72399,2021-02-12,6,15.0,90.0,19,2,51,53,53,42,34,25,28,3,15.37,34,75,11,42,34,3,6.3,172,14,210.46
b5f24c5a,49,2,62437,1,0,24,24,0,1698,2020-12-29,12,77.09,925.08,106,0,77,75,56,68,56,54,80,6,11.24,55,61,7,42,16,2,6.7,224,5,331.52
8495e923,51,1,66912,2,2,122,47,0,60183,2020-12-27,11,20.68,227.49,1,0,48,22,12,17,8,21,40,8,17.61,36,63,8,33,4,0,7.1,217,4,60.650000000000006
4de484fc,48,2,50700,3,2,573,28,0,9857,2025-03-28,11,47.0,517.05,69,4,26,27,59,43,60,44,27,2,18.78,53,44,13,34,35,0,6.3,1,15,760.4399999999999
271b216d,24,2,109908,0,1,342,55,0,72535,2024-03-13,11,27.49,302.39,80,4,38,33,41,21,39,41,45,5,26.48,53,42,24,56,62,1,8.2,3,11,285.19
bc20f007,59,2,144985,2,2,592,51,0,70801,2023-01-01,14,25.24,353.3,49,0,65,38,75,35,45,40,66,10,22.42,94,15,8,24,61,1,7.8,2,16,343.17
cd3efdf4,72,1,96404,4,2,9,1,0,84128,2023-12-27,9,47.9,431.06,28,1,92,86,73,58,60,73,90,5,5.96,47,38,15,38,36,3,6.7,3,10,420.51
0d9f9ef5,19,1,74191,4,1,32,46,0,92423,2021-01-21,12,26.65,319.77,106,1,77,56,71,62,88,67,88,6,14.37,85,23,10,36,33,1,7.2,26,13,362.54
e14ba73c,42,2,25563,0,2,518,16,0,69470,2022-06-20,5,15.0,75.0,96,5,9,30,17,7,24,41,42,2,13.65,97,4,4,49,9,1,5.8,29,13,194.8
62cd4540,58,0,58940,3,3,807,55,0,33804,2023-12-30,7,15.0,105.0,46,4,84,87,71,97,84,65,99,2,2.78,26,62,6,35,0,3,6.0,52,12,194.69
33020bae,35,1,48676,3,1,442,15,0,31040,2021-02-16,14,61.35,858.84,50,5,29,28,23,42,51,46,40,5,28.48,2,84,20,78,47,0,7.3,112,12,761.23
7217b16a,46,2,20987,4,3,332,43,0,1999,2024-09-11,5,51.58,257.89,4,2,57,27,60,60,42,46,22,3,9.96,31,62,8,51,5,2,5.8,45,6,271.02
9cef6aca,75,1,107997,4,1,768,37,0,52316,2021-06-07,7,39.16,274.1,49,3,25,27,25,39,17,12,18,0,14.98,46,55,10,72,49,0,6.8,30,11,401.85
e74fc165,68,1,21089,1,0,181,9,0,97439,2023-11-22,3,15.0,45.0,93,1,69,70,43,60,37,39,50,1,7.16,2,99,2,28,0,1,4.5,52,14,215.10999999999999
2b9f1cf4,42,0,15157,3,0,48,5,0,51441,2022-11-11,6,15.0,90.0,105,1,46,57,58,76,50,68,58,3,10.2,19,82,11,46,26,0,5.6,10,13,189.39000000000001
983939a5,65,2,21119,3,1,441,15,0,66201,2023-06-13,2,69.52,139.04,49,5,77,75,59,88,64,89,86,1,7.11,24,72,1,49,4,2,4.6,7,16,1129.42
183c93d7,63,1,45813,3,0,229,45,0,18228,2020-08-12,6,35.54,213.24,89,2,78,83,60,92,71,67,68,0,10.16,68,36,12,46,40,1,5.3,28,14,416.67
e9c3403c,46,2,62685,3,3,493,50,0,3919,2022-04-12,12,43.66,523.86,65,1,60,28,49,60,64,66,31,6,9.12,7,90,9,61,36,1,7.0,136,9,413.45
61f6bb2c,59,2,82474,2,3,630,52,0,41513,2021-01-20,4,29.9,119.61,43,0,6,12,22,20,38,39,41,6,15.16,66,38,16,38,69,2,7.1,113,9,289.46
b2205548,41,0,52309,3,1,812,38,0,12355,2023-05-05,7,53.4,373.77,4,0,24,32,11,13,15,28,25,6,18.97,30,71,10,69,21,3,7.1,290,5,222.56
cd7a1b5b,40,0,86357,2,3,638,56,0,22899,2021-03-24,10,53.17,531.68,90,0,24,39,22,27,21,41,26,3,14.38,62,29,25,66,65,0,8.4,180,13,716.86
664ccc7d,29,2,73989,0,0,624,43,0,79157,2022-02-19,11,103.42,1137.62,55,0,39,54,25,25,54,41,39,5,9.74,11,93,17,51,59,1,7.8,117,14,1409.79
e068bcee,55,0,106594,3,2,674,25,0,50169,2021-04-28,8,26.11,208.87,28,3,21,53,23,51,28,40,37,5,19.92,12,78,13,34,1,0,7.9,16,11,266.32
5b612b8b,51,2,65855,1,3,860,11,0,80377,2021-11-06,7,48.27,337.92,51,4,29,29,36,46,18,26,46,3,17.14,53,40,10,42,42,1,6.7,80,14,554.05
d849e658,33,0,106888,2,1,298,50,0,44185,2023-03-08,15,39.08,586.19,89,3,56,58,70,40,68,56,59,7,19.8,28,88,15,40,62,0,8.8,6,9,344.72
6a5a38e8,53,1,32862,3,0,17,17,0,76181,2024-06-27,12,16.95,203.37,24,5,81,92,56,75,53,84,61,6,13.1,21,87,14,50,56,2,5.8,12,8,140.48000000000002
ce451d5d,59,0,58204,3,3,928,24,0,28830,2022-12-11,5,66.12,330.6,91,0,41,36,67,32,45,49,33,0,18.62,34,71,3,74,5,3,6.0,57,7,555.65
ded967c9,67,0,62113,4,3,935,7,0,68734,2022-03-12,6,17.1,102.62,66,2,43,53,70,59,70,38,64,3,9.1,57,38,1,61,33,0,5.7,175,12,202.88
f386860f,37,1,39331,3,0,955,36,0,89039,2023-04-28,4,27.26,109.03,111,2,35,43,41,65,50,67,68,3,14.7,51,51,6,51,47,0,6.7,164,11,305.42
00a855a2,70,1,62426,2,0,684,19,0,48139,2022-04-16,3,15.0,45.0,36,4,44,54,52,52,70,51,66,2,0.32,91,0,13,58,32,1,5.7,100,9,165.99
b1236b00,21,0,75867,0,1,898,34,0,57563,2023-11-16,10,30.1,301.04,19,1,35,45,51,29,56,60,37,4,2.63,64,41,9,31,13,1,7.1,38,11,359.85
0233ca10,58,1,116346,3,0,148,25,0,99458,2021-05-19,7,49.81,348.69,120,5,60,49,66,29,34,58,69,3,9.78,67,25,14,33,28,0,7.9,442,7,350.3
8a5b9599,43,1,87610,3,1,205,28,0,50513,2022-07-02,14,15.0,210.0,35,5,71,74,88,89,61,89,84,7,25.25,69,12,20,56,63,0,7.9,64,13,173.99
c7ccb6ca,58,0,187367,2,2,271,43,0,1474,2020-06-19,11,21.89,240.76,21,0,29,56,41,37,48,39,46,5,14.93,10,88,16,58,59,0,7.5,24,7,156.82
cc7dd5cc,41,2,93978,0,2,786,49,0,88151,2023-01-20,12,96.65,1159.77,81,5,60,73,51,52,46,59,76,9,27.44,15,89,16,36,16,1,8.6,6,16,1643.68
a70fb7fc,61,0,51104,2,2,392,21,0,64039,2021-05-17,2,26.27,52.53,44,2,82,63,85,59,69,79,60,3,13.93,66,19,1,60,42,2,5.8,90,11,314.97
abb307e7,41,0,66049,0,3,521,10,0,65505,2020-12-08,14,15.08,211.09,105,3,50,45,74,77,41,80,51,5,15.37,40,65,19,53,91,0,7.4,523,7,121.82
a51d01de,44,2,40942,3,1,601,44,0,57096,2024-10-15,4,40.1,160.4,115,2,15,45,32,30,35,28,16,3,17.19,34,67,8,56,41,1,6.3,1,6,281.57
09586ec6,53,2,20411,4,0,538,6,0,7956,2020-11-27,4,48.9,195.59,89,2,73,67,87,92,86,66,79,1,7.98,20,67,6,75,23,3,5.3,74,15,741.07
06f243a1,42,1,39781,0,3,933,14,0,58248,2021-09-12,8,15.0,120.0,77,2,33,56,53,41,57,69,59,6,11.15,31,68,1,67,42,0,6.3,32,16,251.53
82e9f0f1,19,2,58282,2,2,488,36,0,57655,2023-10-22,4,15.0,60.0,28,2,62,84,91,77,99,91,85,5,21.7,44,49,7,41,9,3,6.8,42,13,185.21
f4e7663e,52,2,40092,0,0,239,47,0,90788,2024-10-21,7,68.92,482.47,40,2,45,41,66,52,57,69,72,1,15.15,86,33,12,73,6,2,5.7,15,9,580.27
65ddfd91,37,2,84075,3,1,653,32,0,60580,2024-12-13,8,41.08,328.6,32,2,86,66,88,98,97,62,78,6,8.65,61,26,9,30,45,1,8.1,12,7,315.34
bd33dce1,63,1,132156,2,1,380,5,0,27061,2022-06-29,11,15.0,165.0,45,4,49,43,56,41,50,40,34,4,28.65,36,64,17,49,68,0,7.6,56,13,187.82
5d7aae6f,22,0,65672,4,2,680,56,0,21178,2022-06-29,6,77.72,466.34,59,4,26,54,59,33,46,33,39,5,25.4,85,15,7,58,48,0,6.9,111,6,488.90999999999997
8c9a8afe,65,2,79205,2,2,525,53,0,71243,2020-06-17,9,15.0,135.0,111,2,17,45,38,39,24,26,17,4,24.01,65,47,5,43,34,2,6.4,76,10,136.49
b65859c6,38,1,51704,3,0,870,31,0,26551,2023-10-03,14,15.0,210.0,106,2,59,43,68,39,47,50,69,4,25.71,100,0,15,21,52,1,7.2,1,8,122.98
636a4b9d,73,0,32592,1,0,561,2,0,37280,2024-10-16,2,15.0,30.0,71,0,23,12,18,36,19,39,15,0,7.14,54,58,1,26,8,1,4.3,8,9,135.57
8b5ddbbf,64,2,41613,0,1,734,25,0,78065,2025-03-28,6,23.6,141.62,120,0,15,35,23,41,1,22,1,1,9.97,77,23,1,51,26,3,5.1,2,7,179.71
7c57924d,31,2,57199,0,3,187,44,0,75261,2022-07-08,9,35.21,316.86,8,3,62,50,47,59,78,71,68,1,22.14,37,62,17,43,0,1,7.1,590,2,64.57
5336796c,50,1,36124,3,2,628,30,0,48419,2021-12-15,6,15.0,90.0,73,2,35,42,45,43,47,52,47,1,13.94,29,65,12,34,81,1,5.7,41,16,215.89
80379718,30,1,38225,4,2,618,16,0,60515,2024-05-27,11,15.0,165.0,14,3,57,48,54,35,62,50,41,6,11.12,49,52,12,69,0,1,6.3,21,9,135.73
0a415895,23,1,36944,1,2,177,8,0,40673,2024-01-26,8,78.11,624.89,107,5,14,24,31,34,41,12,28,5,25.13,21,63,1,32,39,1,6.2,16,9,758.9300000000001
4b0f3b21,72,0,109353,4,1,112,33,0,21812,2024-09-29,10,15.86,158.6,60,2,59,58,51,54,65,59,63,3,6.36,83,27,10,58,43,0,6.6,2,12,168.34
2833a9df,55,2,38345,1,2,884,42,0,69501,2025-02-25,6,24.4,146.39,9,3,85,65,62,78,64,59,86,9,6.08,13,97,3,44,5,2,5.8,0,13,318.29
7b3943d7,49,1,41666,3,3,854,6,0,28772,2024-04-22,4,35.58,142.33,46,3,69,75,75,86,67,60,97,2,17.33,58,48,13,54,48,2,6.1,5,11,344.66
83e4fde4,49,0,36802,4,3,683,40,0,64803,2024-12-07,5,58.58,292.91,12,5,32,50,36,57,39,64,58,4,14.6,81,21,11,43,0,0,6.1,9,11,625.5699999999999
647e3639,52,0,60902,1,0,621,51,0,16175,2023-02-05,11,36.48,401.32,35,3,21,39,15,2,18,4,31,6,11.24,60,44,7,51,42,1,6.5,63,9,252.84
7698bf76,24,1,28167,0,0,453,20,0,90343,2022-04-14,3,15.0,45.0,105,1,17,39,27,25,14,14,18,6,11.7,60,48,2,59,32,1,5.6,29,9,128.26
e67ad426,63,2,64877,1,1,208,0,0,98078,2022-02-12,7,95.93,671.5,25,0,53,45,65,36,39,37,48,6,16.2,50,45,13,62,24,0,6.2,298,7,667.0
9465d06d,18,0,62106,4,1,175,58,0,16726,2020-10-02,10,28.94,289.36,17,5,56,65,48,46,54,82,54,8,12.19,83,23,11,63,35,0,6.5,219,8,213.37
4cddffde,41,2,62091,3,2,489,21,0,23015,2023-05-22,8,43.64,349.13,39,5,18,35,48,39,28,19,43,7,32.19,78,31,22,45,40,2,7.2,17,16,608.0
5f9eb94b,60,2,120529,0,3,587,30,0,37674,2023-07-22,13,28.13,365.63,94,1,26,29,18,54,43,54,20,3,21.99,18,90,16,46,46,2,7.4,123,11,291.79
92ea069f,58,2,20160,2,3,411,52,0,65920,2024-06-26,4,25.81,103.24,43,1,19,26,24,14,44,9,44,2,13.63,72,31,2,49,0,4,4.7,103,4,144.95
107a1519,34,1,53841,0,2,890,7,0,10530,2023-04-24,11,83.17,914.87,33,2,46,49,70,74,72,56,72,5,12.37,51,51,7,49,20,0,7.5,1,11,918.61
3311e5d2,42,1,23967,3,1,202,50,0,64798,2024-05-12,6,15.0,90.0,58,2,53,69,52,71,67,57,55,3,9.03,36,60,8,42,35,0,5.7,19,14,226.51
eb3cbd46,53,1,65548,1,3,97,26,0,54493,2021-04-29,6,72.99,437.91,4,0,70,98,87,70,63,66,81,8,6.27,16,82,1,34,38,1,6.9,54,14,1101.12
77bf43e4,64,2,60922,4,0,943,3,0,87976,2021-07-28,6,15.0,90.0,37,5,21,18,40,51,50,46,24,1,10.31,0,97,9,63,26,0,5.7,107,12,188.51
4ac463c8,36,2,49023,4,3,382,39,0,39810,2024-02-27,12,44.92,539.02,13,2,23,53,31,18,43,20,32,5,15.47,83,26,17,42,40,0,7.2,88,10,473.36
09e8dd3a,23,2,97679,4,3,934,15,0,20223,2024-03-28,12,15.0,180.0,48,0,34,51,25,39,51,52,39,6,19.68,20,85,18,24,79,0,8.0,11,7,70.85
9776cad9,27,2,29795,2,2,107,48,0,6036,2021-07-12,4,46.86,187.42,45,4,63,40,61,29,50,59,52,1,5.18,100,11,6,63,23,0,6.0,94,14,632.98
e00ad109,48,0,70246,2,3,407,55,0,51612,2020-06-27,12,86.75,1041.04,92,2,68,65,68,71,41,39,60,4,19.34,12,78,12,18,29,2,7.1,141,11,1195.51
e84f6595,26,1,84894,3,2,363,19,0,72948,2021-06-11,11,34.88,383.73,56,3,92,61,90,68,72,56,57,12,28.1,40,68,8,67,46,0,7.9,16,10,383.33
c1cadb2b,72,0,33937,4,3,270,13,0,21517,2020-05-18,5,32.7,163.52,2,1,76,72,65,46,65,48,48,4,11.52,64,36,4,88,22,1,4.3,191,14,498.84000000000003
3ebc212c,54,1,52505,1,0,731,19,0,23239,2020-05-09,1,20.12,20.12,53,5,55,60,62,54,26,35,41,5,12.87,49,68,13,70,40,2,6.3,427,12,226.38
5fbd8f1c,20,0,44995,1,1,314,13,0,88792,2024-12-31,10,35.9,358.96,96,0,75,81,59,79,77,77,75,4,15.07,77,12,18,34,46,0,6.1,9,10,350.1
c7a08359,37,2,57155,3,0,448,8,0,42869,2023-10-07,11,31.27,343.97,94,0,43,50,66,51,64,69,71,6,18.27,77,19,12,27,55,2,7.3,68,18,572.4399999999999
aa3b345f,22,0,289534,4,3,207,22,0,61853,2024-07-07,9,15.0,135.0,100,4,92,57,67,68,68,59,71,4,15.59,0,97,22,50,17,0,8.1,10,11,188.28
1fc6e17c,35,0,21321,3,3,608,12,0,93032,2021-09-17,5,31.18,155.92,119,2,44,58,66,74,81,71,54,3,11.46,100,11,9,34,42,1,6.4,150,15,429.33
a2d56049,40,0,46904,0,0,880,28,0,49464,2021-01-28,6,53.64,321.85,107,1,23,6,29,8,15,41,18,2,13.12,95,11,6,44,49,1,6.7,38,8,431.75
312be7fc,35,2,177188,3,2,95,12,0,51422,2020-06-05,13,15.0,195.0,100,1,30,8,11,38,0,14,16,10,21.11,59,49,27,61,63,0,9.0,10,11,182.06
438acf94,45,0,77534,1,3,96,22,0,61256,2023-11-11,10,33.57,335.71,28,0,52,58,44,56,25,19,51,4,20.4,100,7,13,30,52,2,7.8,23,12,416.56
5e7ab4a8,56,0,70577,1,2,228,49,0,94913,2022-07-29,9,59.1,531.93,9,5,57,37,34,33,36,29,26,4,12.93,48,39,1,44,33,0,6.9,40,10,637.94
2abd74ec,43,2,48840,1,1,767,28,0,15794,2021-03-25,3,78.02,234.06,4,1,49,47,57,56,55,33,68,5,10.79,78,25,8,56,39,2,6.7,53,8,569.62
3bf50a63,64,2,111010,0,3,275,25,0,20479,2021-07-05,11,15.0,165.0,46,4,29,54,30,37,25,49,27,8,14.69,81,20,18,30,89,1,7.3,94,10,151.35
2b46a5f8,59,1,55680,0,0,760,37,0,82119,2024-01-09,4,19.3,77.21,96,5,47,49,42,63,44,55,33,5,6.74,57,60,15,52,27,2,6.2,3,10,187.41
e6daa5d3,57,1,64668,3,1,203,37,0,40301,2022-06-21,12,30.73,368.75,16,1,57,43,50,27,33,32,36,5,17.99,42,69,7,39,42,2,6.4,32,11,357.15
ed82f1c5,38,2,106201,0,2,811,7,0,80529,2022-07-17,10,45.81,458.1,43,1,31,51,14,11,39,28,24,5,24.24,71,31,13,20,57,1,8.7,102,7,276.97
93c78391,49,1,36825,0,3,868,10,0,99225,2021-09-21,2,57.84,115.69,55,0,57,51,27,29,61,39,50,3,7.28,95,10,5,63,30,1,5.9,101,10,504.75
4123fd26,19,2,18152,2,1,725,53,0,40389,2024-01-03,10,15.0,150.0,89,5,27,25,43,51,56,38,29,3,6.32,0,92,7,53,3,1,5.2,1,15,241.17
62015b36,47,2,44784,4,0,273,52,0,55911,2022-11-04,6,23.45,140.72,114,1,29,39,30,20,18,33,9,3,12.39,16,73,10,81,22,2,6.2,31,11,229.09
aa4cdfe1,55,2,161808,0,2,135,6,0,12592,2023-03-22,9,110.08,990.73,92,1,52,74,90,66,84,89,53,11,16.14,50,33,6,33,10,1,7.6,87,8,939.11
ac4482b1,21,2,71519,2,3,512,9,0,79353,2022-10-14,6,78.03,468.2,49,2,51,65,44,48,75,35,54,7,15.62,35,63,14,38,67,0,7.2,85,5,443.48
9e9bbdaa,57,2,19329,0,3,305,29,0,94877,2020-08-13,8,15.0,120.0,116,2,71,39,50,39,38,63,44,3,8.02,58,45,3,38,1,1,4.8,398,8,126.25
10f707da,40,2,44391,3,0,466,39,0,2947,2024-05-17,11,15.0,165.0,6,4,44,61,52,46,31,31,36,4,15.12,98,14,16,42,35,1,6.7,3,8,121.91
7120b011,23,2,45105,2,2,225,46,0,43137,2023-11-03,6,15.0,90.0,83,3,47,45,58,32,35,40,31,6,6.51,86,14,3,76,33,2,6.5,29,9,110.09
5f59570e,65,1,34073,2,2,744,20,0,73124,2025-03-22,2,54.86,109.71,110,3,52,63,64,70,81,59,47,2,3.12,37,57,9,51,36,4,4.7,0,14,644.53
e74d5174,43,0,102946,3,0,60,26,0,83365,2020-08-03,17,94.79,1611.42,50,1,84,80,64,61,62,57,64,10,25.66,18,94,9,21,57,0,8.7,594,9,790.62
0bd13749,61,0,33629,0,3,833,22,0,2581,2020-11-27,5,15.0,75.0,46,4,9,31,32,8,27,29,3,3,13.64,16,93,7,86,42,2,5.0,27,9,153.5
60b1d00c,63,2,42777,4,1,670,51,0,1606,2021-07-09,6,30.73,184.35,112,5,66,72,39,60,48,63,55,1,9.76,76,35,11,42,23,4,5.3,90,14,326.97
1c3f4861,71,2,44190,4,2,544,55,0,9027,2025-03-18,6,15.0,90.0,83,3,62,63,42,36,63,52,47,3,9.81,31,57,4,70,32,2,5.1,0,4,51.260000000000005
ca0ff74c,32,2,76393,3,3,504,51,0,56051,2020-09-10,12,75.01,900.07,31,2,57,65,57,34,60,57,49,8,20.05,16,98,10,54,53,1,7.8,617,8,676.6
21d9ac85,24,0,41212,3,2,607,30,0,41563,2022-02-24,9,32.03,288.25,71,2,57,90,91,92,71,84,87,5,9.35,24,79,8,67,46,0,6.3,27,10,305.71
6610bdd8,70,1,107659,0,3,100,35,0,68293,2023-06-01,8,27.24,217.92,72,4,68,61,66,45,44,52,38,4,17.28,44,64,17,42,29,0,7.2,5,12,335.08
1c488259,51,0,63705,2,2,626,24,0,77003,2024-05-09,5,15.48,77.42,64,3,78,58,68,91,64,64,59,3,16.58,95,2,15,76,44,1,6.9,35,8,114.29
9f1a983b,70,1,38769,1,2,435,22,0,81254,2021-01-11,6,15.0,90.0,54,2,99,96,66,87,88,96,91,6,11.03,18,76,7,73,0,2,5.0,176,10,171.87
d79c9bf2,65,1,32950,4,3,747,45,0,47675,2020-07-28,5,29.31,146.56,75,0,91,70,96,70,67,65,83,2,1.59,74,34,8,66,3,2,5.1,167,9,261.87
8220fa10,74,0,20235,3,1,556,58,0,25357,2023-09-28,3,15.0,45.0,51,5,46,26,26,44,56,50,37,1,3.69,91,15,5,74,18,2,4.1,4,15,197.89
d8d75895,58,1,64566,0,1,700,12,0,67166,2021-10-10,4,42.97,171.87,92,5,65,51,54,75,77,83,63,3,13.1,72,35,3,47,51,2,6.5,16,10,410.62
48f8afbd,55,2,100403,3,0,281,8,0,99017,2020-05-09,8,85.68,685.43,109,0,51,84,57,52,75,60,54,11,16.59,63,30,12,48,48,0,7.7,139,9,670.53
1f72b473,36,2,35593,1,1,882,22,0,26275,2020-07-26,9,91.84,826.54,8,1,68,63,84,52,72,78,56,6,21.81,68,35,2,54,32,0,6.9,132,15,1428.06
14e3e582,42,1,35063,4,0,134,17,0,62686,2021-05-22,4,82.42,329.68,86,2,83,83,85,79,94,62,59,7,9.13,70,34,9,47,12,0,6.4,6,7,749.11
42fae280,71,1,89721,1,1,192,24,0,43240,2020-12-03,8,15.0,120.0,93,3,46,29,22,29,29,50,25,2,14.67,40,60,4,51,52,2,6.7,315,10,134.85
0c84b273,34,1,40750,0,0,261,49,0,69234,2025-03-30,11,51.19,563.09,43,0,54,47,54,65,83,48,85,5,12.5,60,43,7,35,66,1,7.1,0,8,368.43
8726c9cc,53,0,52428,2,0,166,43,0,32854,2022-04-30,3,61.7,185.11,29,3,37,65,43,59,67,67,58,3,18.83,6,86,4,80,19,0,6.3,56,15,833.73
17d95411,39,0,71548,1,1,823,57,0,72960,2021-01-20,11,79.07,869.73,80,4,65,30,37,52,58,45,69,11,11.08,88,0,11,40,63,2,7.8,23,10,737.08
799ef16a,42,1,34980,3,0,426,29,0,2868,2022-03-31,6,34.56,207.39,93,5,34,24,33,33,29,32,3,5,15.28,39,66,1,61,10,0,6.3,149,7,164.92000000000002
005a41ae,50,1,95381,2,1,716,6,0,2603,2020-12-09,12,64.55,774.63,69,4,40,4,13,40,13,27,6,8,16.47,23,89,8,21,44,0,7.8,148,17,1077.43
a107c2c0,65,2,31707,0,2,212,48,0,41951,2022-09-13,0,15.0,0.0,92,5,7,6,5,13,18,37,6,2,8.3,54,40,1,54,18,2,5.0,76,12,173.48
9d303a3b,42,0,83545,3,3,286,43,0,77182,2023-07-03,9,60.31,542.78,3,0,50,77,43,82,47,80,45,10,19.32,62,30,6,73,69,0,8.2,41,7,443.57
18b83294,24,0,85941,1,2,324,38,0,97396,2023-09-12,10,45.26,452.56,98,0,49,25,54,34,58,38,32,5,13.63,81,24,14,49,69,0,7.8,157,11,475.59000000000003
b48b8c38,37,2,60540,1,2,560,40,0,27288,2022-03-04,11,55.99,615.94,112,4,16,11,9,45,47,34,43,5,21.2,46,44,10,51,35,0,7.4,240,8,516.73
6b741b0d,65,2,28321,1,1,696,36,0,3097,2022-12-17,6,58.01,348.05,116,1,86,63,64,65,68,93,70,2,1.72,14,88,3,75,36,0,4.5,23,12,693.72
c5ee75e1,72,2,118224,3,2,52,5,0,54081,2023-08-24,15,35.38,530.7,86,2,22,28,53,47,37,38,24,6,17.41,64,25,5,53,9,1,6.8,17,14,467.97
11832aa2,57,1,77150,0,0,336,19,0,79856,2022-07-20,7,33.4,233.79,58,5,58,76,48,75,75,62,59,6,12.45,90,0,11,45,55,1,6.9,158,10,373.23
8170b75b,33,1,59018,3,0,907,55,0,52663,2020-07-25,12,15.0,180.0,47,3,64,73,72,71,65,62,74,2,18.93,50,54,19,32,40,0,7.6,729,7,100.96000000000001
ffa2e2c1,23,0,117645,0,1,5,53,0,83919,2023-10-19,11,25.39,279.29,94,1,8,5,36,44,5,41,41,2,21.86,48,55,16,39,83,0,8.1,42,8,181.13
a89726a7,53,0,45210,4,3,391,49,0,52729,2021-08-10,7,43.18,302.28,100,3,48,37,60,41,31,52,55,1,16.02,53,49,12,56,28,0,6.2,170,10,365.92
e26c0313,18,2,35480,0,1,230,28,0,97390,2021-01-11,5,15.0,75.0,66,3,38,39,64,64,37,58,50,1,7.37,9,92,7,57,51,2,5.6,149,7,114.55
ab54fad8,34,0,44179,0,2,250,9,0,63699,2021-07-11,7,15.0,105.0,27,4,81,82,88,87,60,60,78,4,15.29,16,99,11,43,25,1,7.0,8,10,164.23000000000002
34587443,71,2,66205,1,1,72,22,0,97570,2023-03-01,7,15.0,105.0,84,0,60,27,56,39,47,37,56,1,9.48,41,64,2,73,15,1,5.8,423,6,87.88
398e5cd3,74,2,30082,2,1,335,3,0,92640,2022-10-23,3,15.0,45.0,22,3,36,21,17,13,15,14,27,1,1.13,53,36,5,82,0,2,4.4,17,6,64.85
23712884,69,0,101857,2,3,536,22,0,55870,2021-06-28,13,24.56,319.34,62,0,50,23,39,14,28,15,21,3,23.22,52,36,1,69,69,1,7.2,96,7,192.06
224849eb,20,2,59968,0,2,350,30,0,56483,2024-05-05,7,70.64,494.49,34,3,58,71,69,73,34,51,38,5,14.87,30,83,15,63,55,0,6.8,14,9,640.24
d9ed9e30,28,1,101660,3,1,84,27,0,2021,2020-10-26,11,53.03,583.3,75,3,71,55,49,60,68,77,76,8,20.42,8,95,21,63,56,0,8.5,16,7,401.15999999999997
91987a5b,24,1,21245,0,3,508,54,0,85920,2020-08-22,7,15.0,105.0,20,4,17,36,45,44,8,40,38,4,11.38,67,29,18,24,41,0,5.5,37,19,291.97
32f419e4,75,2,38610,4,2,108,8,0,76138,2020-12-06,1,15.0,15.0,87,1,60,53,50,29,60,54,41,3,2.13,98,8,6,59,0,1,4.5,29,16,271.68
af1c24a5,55,2,117261,4,2,178,33,0,27208,2022-11-21,13,80.46,1046.04,18,5,44,35,48,68,64,56,46,5,17.85,8,89,13,54,57,2,8.0,0,13,1134.11
9fa05633,25,2,64709,2,3,304,53,0,30092,2021-08-09,7,48.96,342.69,27,1,71,77,74,57,60,78,88,7,18.64,32,77,12,60,87,0,7.4,33,11,600.83
58cdfd3f,41,2,52649,1,3,840,14,0,45743,2021-01-15,11,15.0,165.0,27,0,70,65,46,58,70,70,65,7,14.95,24,82,14,49,4,1,7.0,48,6,88.72
68999d1c,67,2,95797,3,1,326,6,0,22142,2020-06-24,9,23.93,215.37,111,1,21,35,17,13,20,39,32,5,23.43,85,30,13,72,43,1,6.8,188,7,176.26
595ef2ef,28,0,25166,2,2,523,50,0,69119,2020-08-28,2,35.02,70.04,19,0,97,86,64,63,75,73,82,4,15.39,0,93,7,66,19,0,6.1,51,13,443.32
a9920992,57,2,29852,4,0,1,22,0,39606,2021-04-14,3,74.42,223.26,77,2,71,100,91,88,60,72,93,3,4.2,19,80,5,74,31,5,5.5,293,6,466.06
da5cc01f,51,2,35002,0,1,110,12,0,18834,2021-06-30,4,29.52,118.07,5,5,15,25,20,32,40,37,40,5,6.08,36,65,1,52,7,0,5.6,26,8,185.09
455ae2a1,65,2,84506,2,2,582,10,0,45605,2022-03-12,3,15.0,45.0,37,1,88,90,75,75,70,67,91,6,14.2,100,5,9,55,59,0,6.9,211,5,72.81
0da3e2f3,18,0,76096,0,3,121,28,0,5529,2022-06-09,6,58.81,352.85,14,4,36,22,25,11,36,20,38,3,15.37,89,16,15,62,14,2,7.3,19,14,757.88
7a7b509e,42,2,77579,3,1,347,21,0,62374,2021-01-10,9,25.6,230.42,44,0,72,80,44,73,50,59,47,4,13.08,35,58,9,28,53,0,7.8,95,11,266.24
020158dd,44,0,78814,4,2,543,16,0,92862,2021-05-06,4,95.0,379.99,107,5,33,20,40,36,19,50,26,5,19.7,48,48,10,54,26,0,7.9,364,12,1149.3799999999999
57aaccfe,35,1,43577,0,3,472,55,0,52601,2021-02-21,8,34.66,277.24,26,3,62,63,60,61,59,62,86,8,15.61,28,57,4,47,48,2,6.8,195,11,408.44
